project_id,project_type,project_type_key,project_group,project_group_key,project_title,fund_source,source_agency,banner_program,year_funded,operating_unit,project_cost,beneficiary,quantity,province,district,municipality,barangay,ADM4_PCODE,ADM3_PCODE,ADM2_PCODE,match_status
ABEMIS1266,Chicken Housing,abemis_chicken_housing_count,Livestock Facilities,abemis_livestock,Poultry House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),160592.25,DA-QES Employees Consumers Cooperative - Cagayan Valley (Region II),1.00,Quirino,Quirino,Aglipay,Dungo,,PH0205701,PH02057,barangay_unmatched
ABEMIS1267,Nursery Establishment,abemis_nursery_establishment_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Nursery,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),499953.37,Shepherds Agriculture Cooperative - Cagayan Valley (Region II),1.00,Isabela,2nd District,Gamu,Upi,PH0203113025,PH0203113,PH02031,barangay_matched
ABEMIS1268,Rice Processing Center,abemis_rice_processing_center_count,Postharvest and Processing,abemis_postharvest,Construction of Providers MPC's RPC 3,Rice Program,DA - OSEC,Rice Program,2023,Cagayan Valley (Region II),47502046.60,Providers MPC,1.00,Isabela,2nd District,Naguilian,Magsaysay (Pob.),PH0203120007,PH0203120,PH02031,barangay_matched
ABEMIS1269,Multi Crop Drying Pavement (MCDP),abemis_multi_crop_drying_pavement_mcdp_count,Postharvest and Processing,abemis_postharvest,Construction of Multi-Crop Drying Pavement,Corn Program,DA - OSEC,Corn Program,2024,Cagayan Valley (Region II),621283.72,Villa Tj Upland Farmers Association,1.00,Isabela,1st District,Delfin Albano (Magsaysay),Carmencita,PH0203118008,PH0203118,PH02031,barangay_matched
ABEMIS1270,Multi Crop Drying Pavement (MCDP),abemis_multi_crop_drying_pavement_mcdp_count,Postharvest and Processing,abemis_postharvest,Construction of Multi-Crop Drying Pavement,Corn Program,DA - OSEC,Corn Program,2024,Cagayan Valley (Region II),633137.50,Cassava Hills Growers Association,1.00,Isabela,6th District,City of Cauayan,Disimuray,PH0203108030,PH0203108,PH02031,barangay_matched
ABEMIS1271,Multi Crop Drying Pavement (MCDP),abemis_multi_crop_drying_pavement_mcdp_count,Postharvest and Processing,abemis_postharvest,Construction of Multi-Crop Drying Pavement,Corn Program,DA - OSEC,Corn Program,2024,Cagayan Valley (Region II),633137.50,Cabugao Multi-Crop Farmers Association,1.00,Isabela,6th District,City of Cauayan,Cabugao,PH0203108014,PH0203108,PH02031,barangay_matched
ABEMIS1272,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),417030.44,AMIAnan Farmers Entrepreneur Agriculture Cooperative,1.00,Isabela,1st District,Ilagan City (Capital),Santa Victoria,PH0203114093,PH0203114,PH02031,barangay_matched
ABEMIS1273,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),408930.89,Quirino Isabela Multi-Purpose Cooperative,1.00,Isabela,5th District,Quirino,Manaoag,PH0203123006,PH0203123,PH02031,barangay_matched
ABEMIS1274,Palay Shed,abemis_palay_shed_count,Postharvest and Processing,abemis_postharvest,Construction of Palay Shed,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),408930.89,Mallig FST Multi-Purpose Cooperative,1.00,Isabela,5th District,Mallig,Casili,PH0203119003,PH0203119,PH02031,barangay_matched
ABEMIS1275,Mushroom Fruiting House,abemis_mushroom_fruiting_house_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Mushroom House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),200000.00,Shepherds Agriculture Cooperative - Cagayan Valley (Region II),1.00,Isabela,2nd District,Gamu,Upi,PH0203113025,PH0203113,PH02031,barangay_matched
ABEMIS1276,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,Improvement of Bingo-Guray DD,Rice Program,DA - OSEC,Rice Program,2024,Cagayan Valley (Region II),2267576.18,Bingo-Guray Irrigator's Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Bitnong,PH0205007021,PH0205007,PH02050,barangay_matched
ABEMIS1277,Nursery Establishment,abemis_nursery_establishment_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Nursery,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),496996.21,DA-QES Employees Consumers Cooperative - Cagayan Valley (Region II),1.00,Quirino,Quirino,Aglipay,Dungo,,PH0205701,PH02057,barangay_unmatched
ABEMIS1278,Chicken Housing,abemis_chicken_housing_count,Livestock Facilities,abemis_livestock,Poultry House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),159984.01,Shepherds Agriculture Cooperative - Cagayan Valley (Region II),1.00,Isabela,2nd District,Gamu,Upi,PH0203113025,PH0203113,PH02031,barangay_matched
ABEMIS1279,Mushroom Fruiting House,abemis_mushroom_fruiting_house_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Mushroom House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),193976.30,DA-QES Employees Consumers Cooperative - Cagayan Valley (Region II),1.00,Quirino,Quirino,Aglipay,Dungo,,PH0205701,PH02057,barangay_unmatched
ABEMIS1280,Mushroom Fruiting House,abemis_mushroom_fruiting_house_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Mushroom House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),192287.37,DA Hillyland Multi-purpose Cooperative - Cagayan Valley (Region II),1.00,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Villaros,PH0205003017,PH0205003,PH02050,barangay_matched
ABEMIS1281,Nursery Establishment,abemis_nursery_establishment_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Nursery,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),447131.04,DA Hillyland Multi-purpose Cooperative - Cagayan Valley (Region II),1.00,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Villaros,PH0205003017,PH0205003,PH02050,barangay_matched
ABEMIS1282,Chicken Housing,abemis_chicken_housing_count,Livestock Facilities,abemis_livestock,Poultry House,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2024,Cagayan Valley (Region II),158881.80,DA Hillyland Multi-purpose Cooperative - Cagayan Valley (Region II),1.00,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Villaros,PH0205003017,PH0205003,PH02050,barangay_matched
ABEMIS1283,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,Construction of Palacian SWIP,Rice Program,DA - OSEC,Rice Program,2023,Cagayan Valley (Region II),11046976.22,PALACIAN SMALL WATER IRRIGATION SYSTEM ASSOCIATION,1.00,Isabela,4th District,San Agustin,Palacian,PH0203127012,PH0203127,PH02031,barangay_matched
ABEMIS1284,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of Aurora SPIS,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),652332.92,Aurora Vegetable Growers Association,1.00,Isabela,5th District,Aurora,Bannagao,PH0203103005,PH0203103,PH02031,barangay_matched
ABEMIS1285,Small Water Impounding Project,abemis_small_water_impounding_project_count,Irrigation and Water Systems,abemis_irrigation,Construction of Eden SWIP,Rice Program,DA - OSEC,Rice Program,2023,Cagayan Valley (Region II),34601925.76,EDEN FARMER BENEFICIARIES,1.00,Isabela,5th District,San Manuel,Eden,PH0203130006,PH0203130,PH02031,barangay_matched
ABEMIS1286,Diversion Dam,abemis_diversion_dam_count,Irrigation and Water Systems,abemis_irrigation,Construction of Comon-Latar DD,Rice Program,DA - OSEC,Rice Program,2023,Cagayan Valley (Region II),14977085.28,SAN JUAN CASAMBALANGAN FARMERS ASSOCIATION INC.,1.00,Nueva Vizcaya,Nueva Vizcaya,Aritao,Latar-Nocnoc-San Francisco,PH0205002021,PH0205002,PH02050,barangay_matched
ABEMIS1287,Fertilizer Processing Center,abemis_fertilizer_processing_center_count,Postharvest and Processing,abemis_postharvest,Construction of PGS-Kayapa's Organic Fertilizer Production Facility,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),2088112.51,PGS-Kayapa,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Pingkian,PH0205010019,PH0205010,PH02050,barangay_matched
ABEMIS1288,Fertilizer Processing Center,abemis_fertilizer_processing_center_count,Postharvest and Processing,abemis_postharvest,Construction of Madadala Farmers Marketing Cooperative's Organic Fertilizer Production Facility,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),2120529.08,Madadala Farmers Marketing Cooperative,1.00,Isabela,1st District,Santa Maria,Villabuena,PH0203134021,PH0203134,PH02031,barangay_matched
ABEMIS1289,Fertilizer Processing Center,abemis_fertilizer_processing_center_count,Postharvest and Processing,abemis_postharvest,Construction of SAMBALAND Agrarian Reform Beneficiaries Cooperative's Organic fertilizer production facility,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1990996.78,SAMBALAND Agrarian Reform Beneficiaries Cooperative,1.00,Cagayan,2nd District,Sanchez Mira,Santor,PH0201522018,PH0201522,PH02015,barangay_matched
ABEMIS1290,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of PGS-Kayapa's Greenhouse,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1614072.69,PGS-Kayapa,2.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Pingkian,PH0205010019,PH0205010,PH02050,barangay_matched
ABEMIS1291,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of SAMBALAND Agrarian Reform Beneficiaries Cooperative's Greenhouse,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1614073.25,SAMBALAND Agrarian Reform Beneficiaries Cooperative,2.00,Cagayan,2nd District,Sanchez Mira,Dammang,PH0201522008,PH0201522,PH02015,barangay_matched
ABEMIS1292,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of Baliuag SPIS,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),742267.23,Pentur Agriculture Farmers Cooperative,1.00,Cagayan,3rd District,Pe?ablanca,Baliuag,PH0201519003,PH0201519,PH02015,barangay_matched
ABEMIS1293,Warehouse,abemis_warehouse_count,Postharvest and Processing,abemis_postharvest,Construction of Sto. Domingo MPC's Warehouse,Corn Program,DA - OSEC,Corn Program,2023,Cagayan Valley (Region II),7734058.45,Sto. Domingo Multi-Purpose Cooperative,1.00,Cagayan,1st District,Baggao,Poblacion (Centro),PH0201506019,PH0201506,PH02015,barangay_matched
ABEMIS1294,Warehouse,abemis_warehouse_count,Postharvest and Processing,abemis_postharvest,Construction of San Mariano Diversified Agriculture Cooperative's Warehouse,Corn Program,DA - OSEC,Corn Program,2023,Cagayan Valley (Region II),9462675.96,San Mariano Diversified Agriculture Cooperative,1.00,Isabela,2nd District,San Mariano,Alibadabad,PH0203131001,PH0203131,PH02031,barangay_matched
ABEMIS1295,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of Madadala Farmers Marketing Cooperative's Greenhouse,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1428360.94,Madadala Farmers Marketing Cooperative,2.00,Isabela,1st District,Santa Maria,Villabuena,PH0203134021,PH0203134,PH02031,barangay_matched
ABEMIS1296,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,"Installation of Sitio Tikleg-Camaring, Cabalatan-Alang Spring Development",High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),1138111.74,Cabalatan-Alang Pact Amity Fellowship Farmers Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Cabalatan Alang,PH0205010010,PH0205010,PH02050,barangay_matched
ABEMIS1297,Solar-Powered Irrigation System,abemis_solar_powered_irrigation_system_count,Irrigation and Water Systems,abemis_irrigation,Installation of ISU-Roxas SPIS,National Organic Agriculture Program,DA - OSEC,National Organic Agriculture Program,2023,Cagayan Valley (Region II),1066833.14,Isabela State University - Roxas Campus,1.00,Isabela,5th District,Roxas,Rang-ayan,PH0203126016,PH0203126,PH02031,barangay_matched
ABEMIS1298,Spring Development,abemis_spring_development_count,Irrigation and Water Systems,abemis_irrigation,"Installation of Sitio Parago, Buyasyas Spring Development",High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),791373.00,I-WAK Ancestral Domain Development Association,1.00,Nueva Vizcaya,Nueva Vizcaya,Santa Fe,Buyasyas,PH0205012006,PH0205012,PH02050,barangay_matched
ABEMIS1299,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of Greenhouse,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2023,Cagayan Valley (Region II),1127696.77,"Local Government Unit of Bayombong-Federation of Vista Hills, Kalongkong and Kakilingan Upland Farmers, Incorporated",1.00,Nueva Vizcaya,Nueva Vizcaya,Bayombong (Capital),Buenavista (Vista Hills),PH0205005004,PH0205005,PH02050,barangay_matched
ABEMIS1300,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of Greenhouse,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2023,Cagayan Valley (Region II),1050546.07,Local Government Unit of Nagtipunan,1.00,Quirino,Quirino,Nagtipunan,Ponggo,PH0205706010,PH0205706,PH02057,barangay_matched
ABEMIS1301,Nursery Establishment,abemis_nursery_establishment_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,hydroponics,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),999944.94,THE FARMERS OF LUNA AGRICULTURE COOPERATIVE,1.00,Isabela,5th District,Luna,Lalog 2,PH0203116009,PH0203116,PH02031,barangay_matched
ABEMIS1302,Rainshelter,abemis_rainshelter_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Installation of Mallig-Pro Organic Farmers Association's Rainshelter,High Value Crop Development Program,DA - OSEC,High Value Crop Development Program,2023,Cagayan Valley (Region II),117933.33,Mallig-Pro Organic Farmers Association,3.00,Isabela,5th District,Mallig,Centro II (Pob.),PH0203119009,PH0203119,PH02031,barangay_matched
ABEMIS1303,Greenhouse,abemis_greenhouse_count,Protected Cultivation and Nurseries,abemis_protected_cultivation,Establishment of National Urban and Peri-Urban Agriculture Projects,National Urban and Peri-Urban Agriculture Program,Cagayan Valley (Region II),National Urban and Peri-Urban Agriculture Program,2023,Cagayan Valley (Region II),900000.00,Damortis Women Association (DAWA),1.00,Cagayan,3rd District,Solana,Sampaguita,PH0201527025,PH0201527,PH02015,barangay_matched
