facility_id,facility_name,facility_type,province,district,municipality,barangay,latitude,longitude,status,capacity,service_area_ha,project_amount,year_constructed,farmer_beneficiaries,banner_program,remarks
ABEMIS0001,Poultry House,ABEMIS_LIVESTOCK,Cagayan,2nd District,Piat,Baung,,,National Urban and Peri-Urban Agriculture Program,1.00,,0.00,2025,,National Urban and Peri-Urban Agriculture Program,Project Group: Livestock Facilities | Project Type: Chicken Housing | Beneficiary: Cagayan State University - Piat
ABEMIS0950,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Lasam,Minanga Sur,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Minanga Sur Lasam (Cagayan Valley II)
ABEMIS0951,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Claveria,Nagsabaran,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BArangay Local Government Unit - Nagsabaran Claveria (Cagayan Valley II)
ABEMIS0952,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Banguian,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Dugo Elementary School
ABEMIS0953,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Sanchez Mira,Masisit,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Masisit Sanchez Mira
ABEMIS0954,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Guiddam,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Guiddam Elementary School
ABEMIS0955,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Naddungan,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Naddungan Gattaran (Cagayan Valley II)
ABEMIS0956,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Tuao,San Luis (Gurengad),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - San Luis, Tuao (Cagayan Valley II)"
ABEMIS0957,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Pe?ablanca,Quibal,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Quibal Penablanca (Cagayan Valley II)
ABEMIS0958,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Aparri,Gaddang,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Gaddang Elementary School
ABEMIS0959,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Solana,Iraga,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government unit - Iraga Solana (cagayan Valley II)
ABEMIS0960,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Enrile,Inga,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Inga Enrile (Cagayan valley II)
ABEMIS0961,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Aparri,Fuga Island,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Bubog Elementary School
ABEMIS0962,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Baggao,Imurong,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Imurung Baggao (Cagayan Valley II)
ABEMIS0963,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Ballesteros,Cabayu,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Cabayu Elementary School
ABEMIS0964,School Garden Program,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Aglipay,Pinaripad Sur,,,High Value Crop Development Program,1.00,,10000.00,2020,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Pinaripad Sur Elementary School
ABEMIS0965,School Garden Program,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Cabarroguis (Capital),Zamora,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Quirino General High School
ABEMIS0966,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Calog Norte,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Calog Norte Elementary School
ABEMIS0967,School Garden Program,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Saguday,Magsaysay (Pob.),,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Saguday National High School
ABEMIS0968,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Maddela,Lusod,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Lusod Madela, Quirino (Cagayan Valley II)"
ABEMIS0969,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Amulung,Centro,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Centro Amulung (Cagayan Valley II)
ABEMIS0970,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Ballesteros,Centro West (Pob.),,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Ballesteros West Central School
ABEMIS0971,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Alcala,Pinopoc,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Pinupoc Alcala (Cagayan Valley II)
ABEMIS0972,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Santo Tomas,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Sto. Tomas
ABEMIS0973,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Guiddam,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Macugay Elementary School
ABEMIS0974,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Abulug,Alinunu,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Alinunu Abulug (Cagayan Valley II)
ABEMIS0975,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Pamplona,Santa Cruz,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU- Santa Cruz, Pamplona, Cagayan"
ABEMIS0976,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,2nd District,Benito Soliven,New Magsaysay,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: New Magsaysay Integrated School
ABEMIS0977,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Pamplona,Gattu,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Gattu Pamplona (Cagayan Valley II)
ABEMIS0978,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,4th District,Cordon,Turod Sur,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Turod Sur Elementary School
ABEMIS0979,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Pamplona,Masi,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: Barangay Local Government Unit - Masi Pamplona (Cagayan Valley II)
ABEMIS0980,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,3rd District,Cabatuan,La Paz,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: La Paz National High School
ABEMIS0981,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Piat,Santa Barbara,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Sta. Barbara Piart (Cagayan Valley II)
ABEMIS0982,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,2nd District,San Mariano,Alibadabad,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Alibadabad Elementary School
ABEMIS0983,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Piat,Maguilling,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Maguilling, Piat, Cagayan - (Cagayan Valley II)"
ABEMIS0984,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,3rd District,Alicia,San Fernando,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: San Fernando Elementary School
ABEMIS0985,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Piat,Santo Domingo,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU -Sto. Domingo PIat (Cagayan Valley II)
ABEMIS0986,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Rizal,Illuru Sur,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Illuru Sur Rizal (Cagayan Valley II)
ABEMIS0987,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Rizal,Anungu,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU- Anungu, Rizal, Cagayan"
ABEMIS0988,School Garden Program,ABEMIS_FOOD_GARDEN,Isabela,3rd District,Ramon,San Sebastian,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: San Sebastian Integrated School
ABEMIS0989,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,2nd District,Rizal,Masi (Zinundungan),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Masi Rizal (Cagayan Valley II)
ABEMIS0990,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Camalaniugan,Baggao,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Baggao camalaniugan (Cagayan Valley II)
ABEMIS0991,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Camalaniugan,Fusina,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Fusina (Cagayan Valley II)
ABEMIS0992,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Camalaniugan,Catotoran Sur;Abagao;Abagao,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU- Catototoran Sur, Camalaniugan, Cagayan"
ABEMIS0993,School Garden,ABEMIS_FOOD_GARDEN,Quirino,Quirino,Diffun,Ricarte Norte,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Ricarte Norte Elementary School
ABEMIS0994,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bambang,Barat,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - BARAT, BAMBANG"
ABEMIS0995,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Aritao,Cutar,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - CUTAR, ARITAO"
ABEMIS0996,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta. Cruz,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - STA. CRUZ, BAGABAG"
ABEMIS0997,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Sta. Lucia,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU- Santa Lucia, Bagabag, Nueva Vizcaya"
ABEMIS0998,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Murong,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - MURONG, BAGABAG"
ABEMIS0999,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Sawmill,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOVERNMENT UNIT - SAWMILL, VILLAVERDE"
ABEMIS1000,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Villaverde,Nagbitin,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU- Nagbitin, Villaverde, Nueva Vizcaya"
ABEMIS1001,GULAYAN SA BARANGAY,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Nansiakan,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,"Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BARANGAY LOCAL GOIVERNMENT UNIT OF NANSIAKAN, KAYAPA"
ABEMIS1002,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Iguig,Santiago,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Santiago Iguig (Cagayan Valley II)
ABEMIS1003,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Iguig,Salamague,,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Salamague Iguig (Cagayan Valley II)
ABEMIS1004,Gulayan sa Barangay,ABEMIS_FOOD_GARDEN,Cagayan,3rd District,Iguig,Nattanzan (Pob.),,,High Value Crop Development Program,1.00,,100000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: Gulayan sa Barangay | Beneficiary: BLGU - Natanzan Iguig (cagayan valley II)
ABEMIS1005,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Alcala,Dalaoig,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Cabayu Elementary School
ABEMIS1006,School Garden Program,ABEMIS_FOOD_GARDEN,Cagayan,1st District,Gattaran,Nagatutuan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Nagtutuan Elementary School
ABEMIS1007,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Dupax del Sur,Dopaj,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Gov. Alfonso Castañeda Elementary School
ABEMIS1008,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Dupax del Norte,Binnuangan,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Giayan Elementary School
ABEMIS1009,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bambang,Macate,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Macate Elementary School
ABEMIS1010,School Garden,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Bagabag,Bakir,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Bugayong Elementary School
ABEMIS1011,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Kasibu,Camamasi,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Camamasi Elementary School
ABEMIS1012,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Solano,Poblacion South,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Solano South Central School
ABEMIS1013,School Garden Program,ABEMIS_FOOD_GARDEN,Nueva Vizcaya,Nueva Vizcaya,Kayapa,Pingkian,,,High Value Crop Development Program,1.00,,10000.00,2022,,High Value Crop Development Program,Project Group: Food Gardens | Project Type: School Garden | Beneficiary: Pingkian Central School
